"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"313" "2014-05-10" 244 140 96 3.43942807539414 0.673686363483942 2.67169642692375 0.499294253381946 NA
"312" "2014-05-03" 296 160 127 3.37649978529505 0.696295638471782 2.71256619150792 0.496457595007691 NA
"311" "2014-04-26" 264 150 99 3.38994454188535 0.660108403385996 2.73691211594822 0.479036052542009 NA
"310" "2014-04-19" 259 152 90 3.46769721635661 0.673757266479383 2.81789399328315 0.381233400422046 NA
"309" "2014-04-12" 246 145 87 3.36836907647037 0.59375702207033 2.79129197414755 0.458109503853009 NA
"308" "2014-04-05" 276 143 110 3.37717002398966 0.696452850979956 2.68508227770134 0.456427714635201 NA
"307" "2014-03-29" 235 134 93 3.41878754783182 0.645940745319723 2.7370360680544 0.480176959207485 NA
"306" "2014-03-22" 307 178 110 3.40894188025811 0.697882603415657 2.75810315430759 0.444165292868853 NA
"305" "2014-03-15" 311 180 114 3.4750550699816 0.656383587888191 2.73110218497648 0.491737508228793 NA
"304" "2014-03-08" 265 150 100 3.38625824098978 0.65540654062997 2.75615220211927 0.441226682054056 NA
"303" "2014-03-01" 294 169 111 3.45786202391164 0.608737458452591 2.70273361690559 0.524286398220434 NA
"302" "2014-02-22" 272 165 96 3.42053243774263 0.69251200469612 2.64670147222192 0.419540008200437 NA
"301" "2014-02-15" 177 110 61 3.35867582854057 0.601329206972868 2.58152959789537 0.496155602667316 NA
"300" "2014-02-08" 346 206 127 3.33959951442567 0.620677584413541 2.64370405823892 0.448124596609384 NA
"299" "2014-02-01" 251 149 90 3.34126384599046 0.613987595116057 2.6409905519218 0.430677747613161 NA
"298" "2014-01-25" 275 159 104 3.37538726391965 0.626657695894397 2.6454162397499 0.399798598584888 NA
"297" "2014-01-18" 302 178 107 3.36264524209173 0.66653435869682 2.72298755181496 0.486006671829393 NA
"296" "2014-01-11" 251 155 85 3.30984729779106 0.611210767053297 2.61767194623845 0.401389119465075 NA
"295" "2014-01-04" 239 139 93 3.38708772661383 0.670131589391383 2.65291799941169 0.435496468424976 NA
"294" "2014-01-01" 305 191 106 3.28839696162902 0.67137222037909 2.67178060850313 0.528501484751379 NA
"293" "2013-12-28" 159 98 59 3.47223154529561 0.608217411080911 2.76160445575049 0.419639977816491 NA
"292" "2013-12-25" 113 74 37 3.42853914610094 0.685575104069343 2.844494217022 0.54883163443626 NA
"291" "2013-12-21" 211 131 75 3.26521491568997 0.756849779522483 2.67809587545167 0.477739622163577 NA
"290" "2013-12-14" 169 115 48 3.4145078723533 0.64967944665085 2.78730166271743 0.465492241594245 NA
"289" "2013-12-07" 174 111 58 3.52016912343048 0.683867555912927 2.80165175556154 0.451129583125399 NA
"288" "2013-11-30" 175 94 63 3.44064051482789 0.650923204413973 2.81156521689547 0.436547507770761 NA
"287" "2013-11-23" 225 142 74 3.48792552649011 0.57295806512144 2.89897176361709 0.448902779258952 NA
"286" "2013-11-16" 234 140 85 3.40748620759513 0.577724246483429 2.7206499761521 0.441966622861867 NA
"285" "2013-11-09" 242 146 85 3.47522119586304 0.619104020642022 2.71264012348457 0.459369831390913 NA
"284" "2013-11-02" 227 132 86 3.52799885282676 0.656589956571508 2.75888676725676 0.492871588077515 NA
"283" "2013-10-26" 242 135 93 3.42334085000716 0.564042588213222 2.62314753804881 0.437555982246389 NA
"282" "2013-10-19" 258 153 94 3.43848357530282 0.675275991509175 2.87935163654373 0.526821788970774 NA
"281" "2013-10-12" 267 157 100 3.42701701099504 0.648503870862808 2.70506262605924 0.520811909572848 NA
"280" "2013-10-05" 252 145 97 3.42708876360967 0.64055540926159 2.67596608244341 0.39913488761034 NA
"279" "2013-09-28" 264 143 109 3.43447145076087 0.6042255132667 2.61394695587594 0.496307263024341 NA
"278" "2013-09-21" 251 152 88 3.43653999083981 0.657809183359766 2.64538201911259 0.451011894505043 NA
"277" "2013-09-14" 296 168 116 3.40494951541419 0.65447702234772 2.69178038482161 0.542676140876167 NA
"276" "2013-09-07" 184 107 68 3.32925156079111 0.614331120531209 2.65625637099062 0.434933011311106 NA
"275" "2013-08-31" 300 163 123 3.42565505492595 0.658104254003896 2.72058688837693 0.507849794482523 NA
"274" "2013-08-24" 200 123 70 3.5450942732511 0.595925283905477 2.74057082341876 0.379067202508161 NA
"273" "2013-08-17" 235 140 85 3.41279779671859 0.591660782890049 2.63261559375931 0.470068333987009 NA
"272" "2013-08-10" 213 127 72 3.37255799908339 0.611043410339328 2.7195655598473 0.50281132677581 NA
"271" "2013-08-03" 220 130 79 3.40162149907077 0.713176254721808 2.71305978551617 0.558217795902464 NA
"270" "2013-07-27" 380 205 161 3.30301077903989 0.675543964570753 2.67862199406851 0.489592124058685 NA
"269" "2013-07-20" 212 138 68 3.40380054222815 0.619297222811222 2.71379058521559 0.478726686263669 NA
"268" "2013-07-13" 197 130 62 3.40787122694059 0.609179111434851 2.7287229325974 0.44565444121398 NA
"267" "2013-07-06" 172 108 53 3.34042750624064 0.653137152832873 2.8062287167211 0.5590936850595 NA
"266" "2013-06-29" 257 154 90 3.52026842989034 0.558038118396349 2.82301289077809 0.441010414185637 NA
"265" "2013-06-22" 238 144 90 3.46295631267125 0.638437640200971 2.76268798538071 0.551953761351512 NA
"264" "2013-06-15" 273 181 75 3.37639904184594 0.616861292092449 2.76516662688264 0.388500303838744 NA
"263" "2013-06-08" 305 170 122 3.33008464440432 0.629878064726973 2.72407658387199 0.539736340280842 NA
"262" "2013-06-01" 207 110 85 3.4212781207741 0.578768754393234 2.70643672322091 0.498407372741239 NA
"261" "2013-05-25" 285 175 99 3.44705260054243 0.649619195214771 2.80074836300254 0.506626592696316 NA
"260" "2013-05-18" 165 103 52 3.42815408163997 0.572666679109458 2.77486755191872 0.479757545219309 NA
"259" "2013-05-11" 273 164 90 3.46943898926278 0.609819608845603 2.72371994158034 0.46019847218931 NA
"258" "2013-05-04" 290 157 118 3.40264760225082 0.628325283275012 2.77912315637344 0.475145281094106 NA
