"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"73" "2014-09-13" NA NA NA NA NA NA NA NA
"72" "2014-09-06" NA NA NA NA NA NA NA NA
"71" "2014-08-30" NA NA NA NA NA NA NA NA
"70" "2014-08-23" NA NA NA NA NA NA NA NA
"69" "2014-08-16" NA NA NA NA NA NA NA NA
"68" "2014-08-09" NA NA NA NA NA NA NA NA
"67" "2014-08-02" NA NA NA NA NA NA NA NA
"66" "2014-07-26" NA NA NA NA NA NA NA NA
"65" "2014-07-19" NA NA NA NA NA NA NA NA
"64" "2014-07-12" NA NA NA NA NA NA NA NA
"63" "2014-07-05" NA NA NA NA NA NA NA NA
"62" "2014-06-28" NA NA NA NA NA NA NA NA
"61" "2014-06-21" NA NA NA NA NA NA NA NA
"60" "2014-06-14" NA NA NA NA NA NA NA NA
"59" "2014-06-07" NA NA NA NA NA NA NA NA
"58" "2014-05-31" NA NA NA NA NA NA NA NA
"57" "2014-05-24" NA NA NA NA NA NA NA NA
"56" "2014-05-17" NA NA NA NA NA NA NA NA
"55" "2014-05-10" NA NA NA NA NA NA NA NA
"54" "2014-05-03" NA NA NA NA NA NA NA NA
"53" "2014-04-26" NA NA NA NA NA NA NA NA
"52" "2014-04-19" NA NA NA NA NA NA NA NA
"51" "2014-04-05" NA NA NA NA NA NA NA NA
"50" "2014-03-29" NA NA NA NA NA NA NA NA
"49" "2014-03-22" NA NA NA NA NA NA NA NA
"48" "2014-03-15" NA NA NA NA NA NA NA NA
"47" "2014-03-08" NA NA NA NA NA NA NA NA
"46" "2014-03-01" NA NA NA NA NA NA NA NA
"45" "2014-02-22" NA NA NA NA NA NA NA NA
"44" "2014-02-15" NA NA NA NA NA NA NA NA
"43" "2014-02-08" NA NA NA NA NA NA NA NA
"42" "2014-02-01" NA NA NA NA NA NA NA NA
"41" "2014-01-25" NA NA NA NA NA NA NA NA
"40" "2014-01-18" NA NA NA NA NA NA NA NA
"39" "2014-01-11" NA NA NA NA NA NA NA NA
"38" "2014-01-04" NA NA NA NA NA NA NA NA
"37" "2013-12-28" NA NA NA NA NA NA NA NA
"36" "2013-12-21" NA NA NA NA NA NA NA NA
"35" "2013-12-14" NA NA NA NA NA NA NA NA
"34" "2013-12-07" NA NA NA NA NA NA NA NA
"33" "2013-11-30" NA NA NA NA NA NA NA NA
"32" "2013-11-23" NA NA NA NA NA NA NA NA
"31" "2013-11-16" NA NA NA NA NA NA NA NA
"30" "2013-11-09" NA NA NA NA NA NA NA NA
"29" "2013-11-02" NA NA NA NA NA NA NA NA
"28" "2013-10-26" NA NA NA NA NA NA NA NA
"27" "2013-10-19" NA NA NA NA NA NA NA NA
"26" "2013-10-12" NA NA NA NA NA NA NA NA
"25" "2013-10-05" NA NA NA NA NA NA NA NA
"24" "2013-09-28" NA NA NA NA NA NA NA NA
"23" "2013-09-21" NA NA NA NA NA NA NA NA
"22" "2013-09-14" 81 54 18 3.29718004516027 0.596578986505035 2.98658480686429 0.490410861804388 NA
"21" "2013-09-07" 88 54 29 3.25876526232117 0.728205124940692 2.90304110507288 0.517327102932066 NA
"20" "2013-08-31" NA NA NA NA NA NA NA NA
"19" "2013-08-24" NA NA NA NA NA NA NA NA
"18" "2013-08-17" NA NA NA NA NA NA NA NA
"17" "2013-08-10" NA NA NA NA NA NA NA NA
"16" "2013-08-03" NA NA NA NA NA NA NA NA
"15" "2013-07-27" NA NA NA NA NA NA NA NA
"14" "2013-07-20" NA NA NA NA NA NA NA NA
"13" "2013-07-13" NA NA NA NA NA NA NA NA
"12" "2013-07-06" NA NA NA NA NA NA NA NA
"11" "2013-06-29" NA NA NA NA NA NA NA NA
"10" "2013-06-22" NA NA NA NA NA NA NA NA
"9" "2013-06-15" NA NA NA NA NA NA NA NA
"8" "2013-06-08" NA NA NA NA NA NA NA NA
"7" "2013-06-01" NA NA NA NA NA NA NA NA
"6" "2013-05-25" NA NA NA NA NA NA NA NA
"5" "2013-05-18" NA NA NA NA NA NA NA NA
"4" "2013-05-11" NA NA NA NA NA NA NA NA
"3" "2013-05-04" NA NA NA NA NA NA NA NA
"2" "2013-04-27" NA NA NA NA NA NA NA NA
"1" "2013-04-20" NA NA NA NA NA NA NA NA
