"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"220" "2016-01-30" 333 167 132 3.26623380998985 0.542829159417193 2.70830716275406 0.50545169431289 NA
"219" "2016-01-23" 353 181 140 3.33183250811529 0.584800773646303 2.72759131440091 0.479107293906463 NA
"218" "2016-01-16" 347 213 119 3.3238972820681 0.525571518231587 2.76998793986528 0.395572946145513 NA
"217" "2016-01-02" 244 146 87 3.1617228942225 0.5639631957505 2.54389692744755 0.500637012281852 NA
"216" "2015-12-19" 273 140 119 3.22335113565863 0.547075243242898 2.60699604652154 0.511647185051619 NA
"215" "2015-12-12" 291 162 109 3.28563921739622 0.517161357307131 2.72733717554703 0.428195832517988 NA
"214" "2015-12-05" 220 113 86 3.37248634512135 0.528856059979113 2.85625046812666 0.494481251595129 NA
"213" "2015-11-28" 290 157 113 3.29169377779511 0.536573638768138 2.70473254445586 0.476624090281296 NA
"212" "2015-11-21" 254 129 105 3.23215794661602 0.548359139118271 2.68628798455939 0.487521196773694 NA
"211" "2015-11-14" 304 151 130 3.34348284982288 0.583912378717185 2.86890271473654 0.510364780778906 NA
"210" "2015-11-07" 224 122 88 3.28112105853866 0.558036987051917 2.88789847277627 0.393932107464928 NA
"209" "2015-10-31" 373 188 147 3.34438764077962 0.531185384463031 2.77361345111377 0.403712258025189 NA
"208" "2015-10-24" NA NA NA NA NA NA NA NA
"207" "2015-10-17" 381 195 145 3.39828657159446 0.573125179401681 2.83564976836816 0.435886812599447 NA
"206" "2015-10-10" 429 186 160 3.29217802081026 0.562201490593775 2.808328571254 0.50031031488586 NA
"205" "2015-10-03" 362 192 142 3.35295055056579 0.639865344243077 2.75791388749031 0.477484853392999 NA
"204" "2015-09-26" 331 171 131 3.21799352756168 0.579956647991602 2.63718688512024 0.424056967735121 NA
"203" "2015-09-19" 351 181 151 3.24450428314504 0.615170590309864 2.70907506971028 0.421933354348349 NA
"202" "2015-09-12" 227 128 87 3.29388092233846 0.56984645876551 2.78926582111229 0.454235906914768 NA
"201" "2015-09-05" 318 168 136 3.22376322506682 0.550735593930304 2.63300316928871 0.471402819513175 NA
"200" "2015-08-29" 360 185 154 3.25601263268174 0.62618621222783 2.70816511875511 0.477398598677859 NA
"199" "2015-08-22" NA NA NA NA NA NA NA NA
"198" "2015-08-15" NA NA NA NA NA NA NA NA
"197" "2015-08-08" NA NA NA NA NA NA NA NA
"196" "2015-08-01" NA NA NA NA NA NA NA NA
"195" "2015-07-25" NA NA NA NA NA NA NA NA
"194" "2015-07-18" NA NA NA NA NA NA NA NA
"193" "2015-07-04" NA NA NA NA NA NA NA NA
"192" "2015-06-27" NA NA NA NA NA NA NA NA
"191" "2015-06-20" NA NA NA NA NA NA NA NA
"190" "2015-06-13" NA NA NA NA NA NA NA NA
"189" "2015-06-06" NA NA NA NA NA NA NA NA
"188" "2015-05-30" NA NA NA NA NA NA NA NA
"187" "2015-05-23" NA NA NA NA NA NA NA NA
"186" "2015-05-16" NA NA NA NA NA NA NA NA
"185" "2015-05-09" NA NA NA NA NA NA NA NA
"184" "2015-05-02" NA NA NA NA NA NA NA NA
"183" "2015-04-25" NA NA NA NA NA NA NA NA
"182" "2015-04-11" NA NA NA NA NA NA NA NA
"181" "2015-04-04" NA NA NA NA NA NA NA NA
"180" "2015-03-28" NA NA NA NA NA NA NA NA
"179" "2015-03-21" NA NA NA NA NA NA NA NA
"178" "2015-03-14" NA NA NA NA NA NA NA NA
"177" "2015-03-07" NA NA NA NA NA NA NA NA
"176" "2015-02-28" NA NA NA NA NA NA NA NA
"175" "2015-02-21" NA NA NA NA NA NA NA NA
"174" "2015-02-14" NA NA NA NA NA NA NA NA
"173" "2015-02-07" NA NA NA NA NA NA NA NA
"172" "2015-01-24" NA NA NA NA NA NA NA NA
"171" "2015-01-17" NA NA NA NA NA NA NA NA
"170" "2015-01-10" NA NA NA NA NA NA NA NA
"169" "2014-12-27" NA NA NA NA NA NA NA NA
"168" "2014-12-20" NA NA NA NA NA NA NA NA
"167" "2014-12-13" NA NA NA NA NA NA NA NA
"166" "2014-12-06" NA NA NA NA NA NA NA NA
"165" "2014-11-29" NA NA NA NA NA NA NA NA
"164" "2014-11-22" NA NA NA NA NA NA NA NA
"163" "2014-11-15" NA NA NA NA NA NA NA NA
"162" "2014-11-08" NA NA NA NA NA NA NA NA
"161" "2014-11-01" NA NA NA NA NA NA NA NA
"160" "2014-10-25" NA NA NA NA NA NA NA NA
"159" "2014-10-18" NA NA NA NA NA NA NA NA
"158" "2014-10-11" NA NA NA NA NA NA NA NA
"157" "2014-10-04" NA NA NA NA NA NA NA NA
"156" "2014-09-27" NA NA NA NA NA NA NA NA
"155" "2014-09-20" NA NA NA NA NA NA NA NA
"154" "2014-09-13" NA NA NA NA NA NA NA NA
"153" "2014-09-06" NA NA NA NA NA NA NA NA
"152" "2014-08-30" NA NA NA NA NA NA NA NA
"151" "2014-08-23" NA NA NA NA NA NA NA NA
"150" "2014-08-16" NA NA NA NA NA NA NA NA
"149" "2014-08-09" NA NA NA NA NA NA NA NA
"148" "2014-08-02" NA NA NA NA NA NA NA NA
"147" "2014-07-26" NA NA NA NA NA NA NA NA
"146" "2014-07-19" NA NA NA NA NA NA NA NA
"145" "2014-07-05" NA NA NA NA NA NA NA NA
"144" "2014-06-28" NA NA NA NA NA NA NA NA
"143" "2014-06-14" NA NA NA NA NA NA NA NA
"142" "2014-06-07" NA NA NA NA NA NA NA NA
"141" "2014-05-31" NA NA NA NA NA NA NA NA
